accession,domain,family,genome_type,host,isolate,order,size,subfamily,subgenome_type,topology,virus
NC_016764,Viruses,Podoviridae,Caudovirales,Pseudomonas tolaasii LMG 2342,,,40058,,Pseudomonas virus Bf7,linear,Pseudomonas phage Bf7
NC_016762,Viruses,Siphoviridae,Caudovirales,Pseudomonas aeruginosa,,,49135,,,circular,Pseudomonas phage phi297
NC_016761,Viruses,Podoviridae,Caudovirales,pathenogenic Salmonella bacterium,,,38684,,Uetakevirus,circular,Salmonella phage SPN1S
NC_006940,Viruses,Siphoviridae,Caudovirales,Salmonella enterica subsp. enterica serovar Typhimurium,,,40793,,Jerseyvirus,linear,Salmonella phage SS3e
NC_016655,Viruses,Siphoviridae,Caudovirales,Rhodococcus equi,,,51342,,,linear,Rhodococcus phage REQ1
NC_016654,Viruses,Siphoviridae,Caudovirales,Rhodococcus equi,,,39474,,,linear,Rhodococcus phage REQ3
NC_016653,Viruses,Siphoviridae,Caudovirales,Rhodococcus erythropolis,,,46586,,Rerduovirus,linear,Rhodococcus phage RER2
NC_016652,Viruses,Siphoviridae,Caudovirales,Rhodococcus equi,,,49330,,,linear,Rhodococcus phage REQ2
NC_016651,Viruses,Siphoviridae,Caudovirales,Rhodococcus rhodochrous str. Rrho39,,,14270,,,linear,Rhodococcus phage RRH1
NC_016650,Viruses,Siphoviridae,Caudovirales,Rhodococcus globerulus,,,48072,,,linear,Rhodococcus virus RGL3
NC_016659,Viruses,Podoviridae,Caudovirales,Prochlorococcus sp. NATL2A,,,47536,,unclassified Autographivirinae,circular,Cyanophage NATL2A-133
NC_016658,Viruses,Podoviridae,Caudovirales,Prochlorococcus sp. NATL1A,,,47741,,unclassified Autographivirinae,circular,Cyanophage NATL1A-7
NC_016657,Viruses,Podoviridae,Caudovirales,Prochlorococcus sp. MIT9515,,,47055,,unclassified Autographivirinae,circular,Cyanophage 9515-10a
NC_016656,Viruses,Podoviridae,Caudovirales,Synechococcus sp. WH8017,,,45890,,unclassified Autographivirinae,circular,Cyanophage P-SSP2
NC_016569,Viruses,Siphoviridae,Caudovirales,Nocardia brasiliensis,,,46140,,,linear,Nocardia phage NBR1
NC_016570,Viruses,Ackermannviridae,Caudovirales,Escherichia coli; O157:H7; NCTC 12900,,,157304,,Kuttervirus,linear,Escherichia virus CBA120
NC_016571,Viruses,Myoviridae,Caudovirales,Pseudomonas fluorescens Pf1.1,,,284757,,,circular,Pseudomonas phage OBP
NC_016568,Viruses,Podoviridae,Caudovirales,Helicobacter pylori B45,,,24645,,unclassified Schmidvirus,linear,Helicobacter phage phiHP33
NC_016565,Viruses,Podoviridae,Caudovirales,Staphylococcus aureus strain SA27,,,18168,,unclassified Rosenblumvirus,linear,Staphylococcus phage S24-1
NC_016562,Viruses,Myoviridae,Caudovirales,Campylobacter jejuni,,,132662,,Fletchervirus,linear,Campylobacter virus CPX
NC_016567,Viruses,Siphoviridae,Caudovirales,Vibrio sp. SWAT-3,,,81184,,,linear,Vibrio phage SIO-2
NC_016566,Viruses,Siphoviridae,Caudovirales,Shigella sonnei,,,44077,,Dhillonvirus,linear,Shigella phage EP23
NC_016564,Viruses,Podoviridae,Caudovirales,Planktothrix agardhii HAB637,,,95299,,,linear,Planktothrix phage PaV-LD
NC_015586,Viruses,unclassified Inoviridae,Inoviridae,Stenotrophomonas maltophilia,,,5819,,,circular,Stenotrophomonas phage phiSHP2
NC_016071,Viruses,Myoviridae,Caudovirales,Salmonella enteritidis,PVP-SE1,,145964,,Seunavirus,linear,Salmonella phage PVP-SE1
NC_016435,Viruses,Siphoviridae,Caudovirales,Gordonia rubropertincta strain Grub38,,,65766,,,circular,Gordonia phage GRU1
NC_016434,Viruses,Siphoviridae,Caudovirales,Gordonia terrae strain Gter34,,,65839,,,circular,Gordonia phage GTE5
NC_016166,Viruses,Siphoviridae,Caudovirales,Gordonia terrae strain Ben601,,,74431,,Gordonia virus GTE7,circular,Gordonia phage GTE7
NC_016163,Viruses,Myoviridae,Caudovirales,Yersinia enterocolitica,,,262391,,,circular,Yersinia phage phiR1-37
NC_016162,Viruses,,Inoviridae,Vibrio cholerae str. 10E09PW02,,,7103,,,linear,Vibrio phage VCY-phi
NC_009993,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis,,,53746,,Gilesvirus,linear,Mycobacterium phage Giles
NC_016165,Viruses,Siphoviridae,Caudovirales,Rhodobacter capsulatus SB1003,,,39283,,,circular,Rhodobacter phage RcapMu
NC_016164,Viruses,Siphoviridae,Caudovirales,Synechococcus sp. CB0201,,,30332,,,circular,Synechococcus phage S-CBS1
NC_016160,Viruses,Siphoviridae,Caudovirales,Escherichia coli K-12,,,36661,,Hendrixvirus,linear,Escherichia phage HK75
NC_016158,Viruses,Siphoviridae,Caudovirales,Escherichia coli,,,49576,,,linear,Escherichia phage HK639
NC_016073,Viruses,Ackermannviridae,Caudovirales,Salmonella sp. and Escherichia coli O157,,,157950,,Kuttervirus,circular,Salmonella phage SFP10
NC_012743,Viruses,Podoviridae,Caudovirales,Burkholderia cenocepacia,,,62715,,Lessievirus,linear,Burkholderia virus Bcepil02
NC_015938,Viruses,Podoviridae,Caudovirales,Salmonella enterica subsp. enterica serovar Newport,,,89916,,,linear,Salmonella phage 7-11
NC_015937,Viruses,Myoviridae,Caudovirales,Thermus thermophilus HB27,,,151483,,,linear,Thermus phage TMA
NC_015585,Viruses,Podoviridae,Caudovirales,Pantoea agglomerans,,,43032,,Phikmvvirus,linear,Pantoea phage LIMEzero
NC_015721,Viruses,Myoviridae,Caudovirales,Bdellovibrio bacteriovorus H-I 109,,,23931,,,linear,Bdellovibrio phage phi1402
NC_015720,Viruses,Siphoviridae,Caudovirales,Gordonia terrae,,,45530,,Gordonia virus GTE2,linear,Gordonia phage GTE2
NC_015569,Viruses,Myoviridae,Caudovirales,Synechococcus sp. LC16,,,178563,,,circular,Synechococcus phage S-CRM01
NC_015568,Viruses,Siphoviridae,Caudovirales,Clostridium difficile,,,41090,,,linear,Clostridium phage phiCD38-2
NC_015464,Viruses,Myoviridae,Caudovirales,Campylobacter jejuni,,,135041,,Fletchervirus,linear,Campylobacter virus NCTC12673
NC_015209,Viruses,,Inoviridae,Vibrio cholerae KMN002,,,10638,,,linear,Vibrio virus CTXphi
NC_015466,Viruses,Siphoviridae,Caudovirales,Roseobacter denitrificans OCh114,,,62668,,Xiamenvirus,circular,Roseobacter phage RDJL Phi 1
NC_015465,Viruses,Siphoviridae,Caudovirales,Synechococcus sp. CB0202,,,33004,,,linear,Synechococcus phage S-CBS3
NC_015463,Viruses,Siphoviridae,Caudovirales,Synechococcus sp. CB0204,,,72332,,,linear,Synechococcus phage S-CBS2
NC_015457,Viruses,Myoviridae,Caudovirales,Shigella flexneri,Shfl2,,165919,,Tequatrovirus,circular,Shigella phage Shfl2
NC_015456,Viruses,Siphoviridae,Caudovirales,Shigella flexneri,Shfl1,,50661,,Tunavirus,circular,Shigella virus Shfl1
NC_015254,Viruses,Siphoviridae,Caudovirales,Brochothrix thermosphacta,,,41518,,,linear,Brochothrix phage BL3
NC_015297,Viruses,,Inoviridae,Ralstonia solanacearum,PE226,,5475,,,circular,Ralstonia phage PE226
NC_015293,Viruses,Siphoviridae,Caudovirales,Pseudoalteromonas sp. H105,,,30651,,,linear,Pseudoalteromonas phage H105/1
NC_015274,Viruses,Siphoviridae,Caudovirales,Streptococcus pneumoniae strain R6,,,56506,,,linear,Streptococcus phage Dp-1
NC_015273,Viruses,Myoviridae,Caudovirales,Burkholderia cenocepacia C6433,,,32317,,unclassified Peduovirus,circular,Burkholderia phage KS14
NC_015270,Viruses,Siphoviridae,Caudovirales,Enterococcus faecalis,,,16945,,unclassified Efquatrovirus,circular,Enterococcus phage EFRM31
NC_015266,Viruses,Myoviridae,Caudovirales,Burkholderia ambifaria strain LMG 17828,,,40555,,unclassified Peduovirus,linear,Burkholderia phage KL3
NC_015265,Viruses,Myoviridae,Caudovirales,Burkholderia cenocepacia strain C6433,,,37236,,unclassified Peduovirus,linear,Burkholderia phage KS5
NC_015263,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis strain ML8,,,114768,,,linear,Lactococcus phage 949
NC_015252,Viruses,Siphoviridae,Caudovirales,Brochothrix thermosphacta,,,36953,,,linear,Brochothrix phage NF5
NC_015296,Viruses,Myoviridae,Caudovirales,Salmonella enterica subsp. enterica serovar Typhi,,,157061,,Viunavirus,circular,Salmonella virus ViI
NC_015290,Viruses,Myoviridae,Caudovirales,Prochlorococcus sp. NATL1A,,,182180,,,linear,Prochlorococcus phage P-SSM7
NC_015289,Viruses,Myoviridae,Caudovirales,Synechococcus sp. WH8102,,,176184,,,linear,Synechococcus phage S-SSM5
NC_015288,Viruses,Myoviridae,Caudovirales,Synechococcus sp. WH8101,,,191195,,,linear,Prochlorococcus phage Syn1
NC_015287,Viruses,Myoviridae,Caudovirales,Synechococcus sp. WH8109,,,232878,,,linear,Synechococcus phage S-SSM7
NC_015286,Viruses,Myoviridae,Caudovirales,Synechococcus sp. WH8109,,,175230,,,linear,Synechococcus phage Syn19
NC_015285,Viruses,Myoviridae,Caudovirales,Synechococcus sp. WH7803,,,174285,,,linear,Prochlorococcus phage Syn33
NC_015284,Viruses,Myoviridae,Caudovirales,Prochlorococcus sp. MED4,,,183806,,,linear,Prochlorococcus phage P-HM2
NC_015283,Viruses,Myoviridae,Caudovirales,Prochlorococcus sp. MIT9303,,,176428,,,linear,Prochlorococcus phage P-RSM4
NC_015282,Viruses,Myoviridae,Caudovirales,Synechococcus sp. WH6501,,,174079,,,linear,Synechococcus phage S-SM1
NC_015281,Viruses,Myoviridae,Caudovirales,Synechococcus sp. WH8102,,,179563,,,linear,Synechococcus phage S-ShM2
NC_015280,Viruses,Myoviridae,Caudovirales,Prochlorococcus sp. MED4,,,181044,,,linear,Prochlorococcus phage P-HM1
NC_015279,Viruses,Myoviridae,Caudovirales,Synechococcus sp. WH8017,,,190789,,,linear,Synechococcus phage S-SM2
NC_015271,Viruses,Podoviridae,Caudovirales,Salmonella enterica subsp. enterica serovar Typhi,,,38368,,Teseptimavirus,circular,Salmonella phage Vi06
NC_015269,Viruses,Siphoviridae,Caudovirales,Salmonella Typhimurium; Escherichia coli,,,118351,,Tequintavirus,linear,Salmonella virus SPC35
NC_015264,Viruses,Podoviridae,Caudovirales,Pseudomonas fluorescens,,,40973,,Teseptimavirus,linear,Pseudomonas phage phiIBB-PF7A
NC_015262,Viruses,Siphoviridae,Caudovirales,Clostridium difficile,,,37664,,,linear,Clostridium phage phiCD6356
NC_015251,Viruses,Myoviridae,Caudovirales,Aeromonas salmonicida,,,235229,,Tevenvirinae,linear,Aeromonas virus 65
NC_015250,Viruses,Myoviridae,Caudovirales,Acinetobacter johnsonii,,,159801,,Tevenvirinae,linear,Acinetobacter virus 133
NC_015249,Viruses,Podoviridae,Caudovirales,Escherichia coli,,,39270,,Teseptimavirus,linear,Enterobacteria phage 285P
NC_015210,Viruses,Siphoviridae,Caudovirales,Tsukamurella paurometabola,,,61440,,,circular,Tsukamurella phage TPA2
NC_015159,Viruses,Podoviridae,Caudovirales,Vibrio cholerae,,,39162,,Teseptimavirus,linear,Vibrio phage ICP3
NC_015158,Viruses,Podoviridae,Caudovirales,Vibrio cholerae,,,49675,,,linear,Vibrio phage ICP2
NC_015157,Viruses,Myoviridae,Caudovirales,Vibrio cholerae,,,125956,,,linear,Vibrio phage ICP1
NC_014900,Viruses,Podoviridae,Caudovirales,Salmonella enterica serovar Typhimurium,,,40986,,Lederbergvirus,linear,Salmonella phage ST160
NC_014792,Viruses,Myoviridae,Caudovirales,Escherichia coli,VR7,,169285,,Gaprivervirus,linear,Escherichia phage vB_EcoM_VR7
NC_006884,Viruses,Myoviridae,Caudovirales,Prochlorococcus sp. NATL2A,,,178249,,,linear,Prochlorococcus phage P-SSM4
NC_006883,Viruses,Myoviridae,Caudovirales,Prochlorococcus sp. NATL1A,,,252401,,,linear,Prochlorococcus phage P-SSM2
NC_014663,Viruses,Myoviridae,Caudovirales,Acinetobacter johnsonii,,,169947,,unclassified Tevenvirinae,linear,Acinetobacter phage Acj9
NC_014662,Viruses,Myoviridae,Caudovirales,Escherichia coli,,,165540,,Karamvirus,linear,Enterobacter phage CC31
NC_014661,Viruses,Myoviridae,Caudovirales,Acinetobacter johnsonii,,,164093,,unclassified Tevenvirinae,linear,Acinetobacter phage Acj61
NC_014636,Viruses,Myoviridae,Caudovirales,Aeromonas salmonicida,,,225268,,unclassified Tevenvirinae,linear,Aeromonas phage phiAS5
NC_014635,Viruses,Myoviridae,Caudovirales,Aeromonas salmonicida,,,163875,,Tulanevirus,linear,Aeromonas phage phiAS4
NC_014595,Viruses,Myoviridae,Caudovirales,Shigella sonnei,,,170605,,Gaprivervirus,linear,Shigella phage SP18
NC_014460,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,41207,,Phietavirus,linear,Staphylococcus virus SAP26
NC_014467,Viruses,Myoviridae,Caudovirales,Escherichia coli,,,176788,,Tevenvirinae,linear,Escherichia virus RB16
NC_014260,Viruses,Myoviridae,Caudovirales,Escherichia coli strain 8099,,,172253,,Dhakavirus,linear,Enterobacteria phage IME08
NC_014229,Viruses,Siphoviridae,Caudovirales,Streptomyces avermitilis,,,37068,,unclassified Lomovskayavirus,linear,Streptomyces phage phiSASD1
NC_014036,Viruses,Myoviridae,Caudovirales,Klebsiella pneumoniae,,,174436,,Slopekvirus,linear,Klebsiella phage KP15
NC_013649,Viruses,Podoviridae,Caudovirales,Klebsiella pneumoniae,,,43809,,Drulisvirus,linear,Klebsiella phage KP34
NC_013936,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis,,,52141,,Cheoctovirus,linear,Mycobacterium virus Ardmore
NC_013691,Viruses,Podoviridae,Caudovirales,Pseudomonas aeruginosa,,,74901,,Luzseptimavirus,linear,Pseudomonas phage LUZ7
NC_013692,Viruses,Podoviridae,Caudovirales,Pseudomonas aeruginosa,,,72544,,Litunavirus,linear,Pseudomonas phage LIT1
NC_013698,Viruses,Siphoviridae,Caudovirales,Clavibacter michiganensis subsp. michiganensis,,,58652,,Clavibacter virus CMP1,linear,Clavibacter phage CMP1
NC_013696,Viruses,Siphoviridae,Caudovirales,Enterococcus faecalis,,,42822,,,linear,Enterococcus phage phiEf11
NC_013643,Viruses,Siphoviridae,Caudovirales,Enterococcus faecalis,,,36270,,Phifelvirus,linear,Enterococcus phage phiFL2A
NC_013644,Viruses,Siphoviridae,Caudovirales,Enterococcus faecalis,,,37856,,,linear,Enterococcus phage phiFL4A
NC_013645,Viruses,Siphoviridae,Caudovirales,Streptococcus thermophilus,,,34882,,Moineauvirus,linear,Streptococcus virus phiAbc2
NC_013646,Viruses,Siphoviridae,Caudovirales,Enterococcus faecalis,,,38764,,Phifelvirus,linear,Enterococcus phage phiFL1A
NC_013647,Viruses,Podoviridae,Caudovirales,Klebsiella pneumoniae,,,41119,,Przondovirus,linear,Klebsiella phage KP32
NC_013648,Viruses,Siphoviridae,Caudovirales,Enterococcus faecalis,,,39576,,Phifelvirus,linear,Enterococcus phage phiFL3A
NC_013650,Viruses,Myoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,155445,,Bixzunavirus,circular,Mycobacterium phage ET08
NC_013638,Viruses,Podoviridae,Caudovirales,Pseudomonas fluorescens SBW25,,,43144,,unclassified Phikmvvirus,linear,Pseudomonas phage phi-2
NC_013594,Viruses,Myoviridae,Caudovirales,Escherichia coli,,,37235,,unclassified Muvirus,linear,Escherichia phage D108
NC_013600,Viruses,Siphoviridae,Caudovirales,Sodalis glossinidius,,,45169,,Dhillonvirus,circular,Sodalis phage SO1
NC_013599,Viruses,Podoviridae,Caudovirales,Xylella fastidiosa,,,36674,,,circular,Xylella phage Xfas53
NC_013598,Viruses,Siphoviridae,Caudovirales,Streptococcus thermophilus,,,35525,,Brussowvirus,linear,Streptococcus virus ALQ132
NC_013597,Viruses,Myoviridae,Caudovirales,Aggregatibacter actinomycetemcomitans D11S-1,,,43970,,,linear,Aggregatibacter phage S1249
NC_013197,Viruses,,Sphaerolipoviridae,Thermus thermophilus,,,17036,,Gammasphaerolipovirus,circular,Thermus virus P23-77
NC_013195,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,40761,,unclassified Biseptimavirus,linear,Staphylococcus phage P954
NC_013152,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis SMQ-404,,,29459,,Skunavirus,linear,Lactococcus virus CB14
NC_013155,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis SMQ-404,,,32182,,Skunavirus,linear,Lactococcus virus CB13
NC_013059,Viruses,Podoviridae,Caudovirales,Salmonella enterica subsp. enterica serovar Anatum,,,40975,,Lederbergvirus,linear,Salmonella phage g341c
NC_013055,Viruses,Siphoviridae,Caudovirales,Burkholderia pyrrocinia strain LMG 21824,,,39896,,unclassified Stanholtvirus,linear,Burkholderia phage KS9
NC_013021,Viruses,Siphoviridae,Caudovirales,Prochlorococcus marinus str. MIT 9313,PSS2,,107530,,,circular,Cyanophage PSS2
NC_012868,Viruses,,Microviridae,Escherichia coli strain K12,,,6094,,Alphatrevirus,circular,Enterobacteria phage St-1
NC_012784,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus CN125,,,44492,,unclassified Biseptimavirus,linear,Staphylococcus phage phiPVL-CN125
NC_012757,Viruses,,Inoviridae,Vibrio cholerae,,,6842,,unclassified Fibrovirus,circular,Vibrio phage VEJphi
NC_012756,Viruses,Siphoviridae,Caudovirales,Streptococcus oralis,,,31276,,,linear,Streptococcus phage PH10
NC_012753,Viruses,Siphoviridae,Caudovirales,Streptococcus thermophilus CSK939,,,37184,,,linear,Streptococcus phage 5093
NC_012749,Viruses,Myoviridae,Caudovirales,Escherichia coli O157:H7,,,88487,,Felixounavirus,linear,Escherichia phage wV8
NC_012742,Viruses,Siphoviridae,Caudovirales,Xanthomonas campestris pv. campestris,,,44080,,Xipdecavirus,linear,Xanthomonas virus phil7
NC_012741,Viruses,Myoviridae,Caudovirales,Escherichia coli K12,,,171451,,Dhakavirus,linear,Enterobacteria phage JS10
NC_012740,Viruses,Myoviridae,Caudovirales,Escherichia coli K12,,,166418,,Krischvirus,linear,Escherichia phage JSE
NC_012697,Viruses,Podoviridae,Caudovirales,Ruegeria pomeroyi DSS-3,,,74611,,unclassified Baltimorevirus,linear,Silicibacter phage DSS3phi2
NC_012696,Viruses,Podoviridae,Caudovirales,Sulfitobacter sp. EE-36,,,73325,,unclassified Baltimorevirus,linear,Sulfitobacter phage EE36phi1
NC_012663,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis,,,60074,,,circular,Lactococcus phage P087
NC_012662,Viruses,Podoviridae,Caudovirales,Vibrio parahaemolyticus PMC57.5,,,43931,,unclassified Autographivirinae,linear,Vibrio phage VP93
NC_004462,Viruses,,Sphaerolipoviridae,Thermus thermophilus TZ2,,,19604,,Gammasphaerolipovirus,circular,Thermus virus IN93
NC_012418,Viruses,Podoviridae,Caudovirales,Pseudomonas aeruginosa,,,43152,,unclassified Phikmvvirus,linear,Pseudomonas phage phikF77
NC_012027,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,69378,,unclassified Pipefishvirus,circular,Mycobacterium phage Phlyer
NC_011976,Viruses,Podoviridae,Caudovirales,Salmonella enterica subsp. enterica serovar Anatum,,,43016,,Lederbergvirus,linear,Salmonella phage epsilon34
NC_011811,Viruses,Myoviridae,Caudovirales,Erwinia amylovora,,,84576,,Kolesnikvirus,linear,Erwinia phage phiEa21-4
NC_011802,Viruses,Podoviridae,Caudovirales,Salmonella enterica,,,41941,,Salmonella virus SE1Spa,linear,Salmonella phage SE1 (in:P22virus)
NC_011801,Viruses,Siphoviridae,Caudovirales,Lactobacillus jensenii,,,38934,,,linear,Lactobacillus phage Lv-1
NC_011810,Viruses,Myoviridae,Caudovirales,Pseudomonas aeruginosa,,,65764,,Pbunavirus,linear,Pseudomonas phage PB1
NC_011756,Viruses,Myoviridae,Caudovirales,Pseudomonas aeruginosa,,,66390,,Pbunavirus,linear,Pseudomonas phage SN
NC_011646,Viruses,,Caudovirales,Haliotis diversicolor aquatilis,,,34952,,,circular,Abalone shriveling syndrome-associated virus
NC_011611,Viruses,Siphoviridae,Caudovirales,Pseudomonas aeruginosa PA14,,,36885,,Casadabanvirus,linear,Pseudomonas virus MP38
NC_011614,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,42526,,Phietavirus,linear,Staphylococcus virus IPLA88
NC_011612,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,45344,,Triavirus,linear,Staphylococcus virus IPLA35
NC_011589,Viruses,Siphoviridae,Caudovirales,Stenotrophomonas maltophilia,,,40287,,,linear,Stenotrophomonas phage S1
NC_011534,Viruses,Podoviridae,Caudovirales,Kluyvera cryocrescens,,,39472,,Teseptimavirus,linear,Kluyvera phage Kvp1
NC_011551,Viruses,Podoviridae,Caudovirales,Candidatus Hamiltonella defensa,T5A,,39867,,,circular,Bacteriophage APSE-2
NC_011523,Viruses,,Tectiviridae,Bacillus anthracis,,,14398,,Betatectivirus,linear,Bacillus virus AP50
NC_011398,Viruses,Myoviridae,Caudovirales,Clostridium difficile,,,50930,,Lubbockvirus,linear,Clostridium virus phiCD27
NC_011373,Viruses,Siphoviridae,Caudovirales,Pseudomonas aeruginosa,,,46872,,,linear,Pseudomonas phage PAJU2
NC_011357,Viruses,Siphoviridae,Caudovirales,Escherichia coli O157:H7,,,62147,,,linear,Stx2-converting phage 1717
NC_011356,Viruses,Siphoviridae,Caudovirales,Escherichia coli O157:H7,,,54896,,,linear,Enterobacteria phage YYZ-2008
NC_011344,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,47342,,unclassified Triavirus,linear,Staphylococcus phage phi2958PVL
NC_011308,Viruses,Siphoviridae,Caudovirales,Listeria,,,35638,,,linear,Listeria phage P40
NC_011289,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,58578,,Cheoctovirus,linear,Mycobacterium virus Ramsey
NC_011287,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,58554,,Cheoctovirus,linear,Mycobacterium virus Pacc40
NC_011292,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,68952,,Barnyardvirus,linear,Mycobacterium phage Konstantine
NC_011288,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,58471,,Cheoctovirus,linear,Mycobacterium virus Fruitloop
NC_011285,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,64618,,unclassified Pbi1virus,linear,Mycobacterium phage Troll4
NC_011290,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,64807,,unclassified Pbi1virus,linear,Mycobacterium phage Gumball
NC_011291,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,47057,,Brujitavirus,linear,Mycobacterium virus Brujita
NC_011273,Viruses,Myoviridae,Caudovirales,Mycobacterium smegmatis str. MC2 155,,,164602,,,linear,Mycobacterium phage Myrna
NC_011222,Viruses,Siphoviridae,Caudovirales,Bacteroides fragilis HSP40 (ATCC 51477),,,44929,,,linear,Bacteroides phage B40-8
NC_011216,Viruses,Myoviridae,Caudovirales,Burkholderia cenocepacia,,,37635,,,linear,Burkholderia phage KS10
NC_011201,Viruses,Podoviridae,Caudovirales,Ralstonia solanacearum,,,43079,,unclassified Autographivirinae,linear,Ralstonia phage RSB1
NC_011167,Viruses,Siphoviridae,Caudovirales,Bacillus thuringiensis,,,53104,,Cecivirus,circular,Bacillus virus IEBH
NC_011166,Viruses,Myoviridae,Caudovirales,Pseudomonas aeruginosa,,,66530,,Pbunavirus,linear,Pseudomonas phage LMA2
NC_011165,Viruses,Myoviridae,Caudovirales,Pseudomonas aeruginosa,,,64427,,Pbunavirus,linear,Pseudomonas phage LBL3
NC_011142,Viruses,Myoviridae,Caudovirales,Iodobacter sp. CdM7,,,47453,,,linear,Iodobacteriophage phiPLPE
NC_011104,Viruses,Siphoviridae,Caudovirales,Lactobacillus rhamnosus,,,39989,,,linear,Lactobacillus phage Lrm1
NC_011107,Viruses,Podoviridae,Caudovirales,Pseudomonas aeruginosa,,,42961,,unclassified Phikmvvirus,linear,Pseudomonas phage PT2
NC_011048,Viruses,Podoviridae,Caudovirales,Bacillus subtilis,,,19282,,Salasvirus,linear,Bacillus virus phi29
NC_011041,Viruses,Myoviridae,Caudovirales,Escherichia coli O157,,,137947,,Vequintavirus,linear,Escherichia phage V5
NC_011039,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis,,,70110,,Barnyardvirus,linear,Mycobacterium phage Predator
NC_011044,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis,,,69904,,Coopervirus,linear,Mycobacterium phage Nigel
NC_011038,Viruses,Podoviridae,Caudovirales,Yersinia pestis,,,38677,,Teseptimavirus,linear,Yersinia phage Yepe2
NC_011043,Viruses,Podoviridae,Caudovirales,Klebsiella sp. 390,,,41181,,Przondovirus,linear,Klebsiella phage K11
NC_011045,Viruses,Podoviridae,Caudovirales,Escherichia coli,,,38841,,Teseptimavirus,linear,Enterobacteria phage 13a
NC_011042,Viruses,Podoviridae,Caudovirales,Escherichia coli,,,39252,,Teseptimavirus,linear,Enterobacteria phage EcoDS1
NC_011040,Viruses,Podoviridae,Caudovirales,Escherichia coli,,,39816,,Teseptimavirus,linear,Enterobacteria phage BA14
NC_009737,Viruses,Myoviridae,Caudovirales,Bacillus sp. 6k512,,,35055,,Svunavirus,circular,Bacillus virus 1
NC_010945,Viruses,Siphoviridae,Caudovirales,Streptococcus gordonii,,,39136,,,linear,Streptococcus phage PH15
NC_010821,Viruses,Myoviridae,Caudovirales,Pseudomonas chlororaphis,,,316674,,unclassified Phikzvirus,linear,Pseudomonas phage 201phi2-1
NC_010807,Viruses,Podoviridae,Caudovirales,Salmonella enterica subsp. enterica serovar Gallinarum,,,38815,,Teseptimavirus,linear,Salmonella phage phiSG-JL2
NC_010808,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,44342,,Phietavirus,linear,Staphylococcus virus phiMR25
NC_010583,Viruses,Siphoviridae,Caudovirales,Escherichia coli,,,111382,,Tequintavirus,linear,Escherichia virus EPS7
NC_010576,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis,,,55597,,,linear,Lactococcus phage 1706
NC_010237,Viruses,Podoviridae,Caudovirales,Escherichia coli O157:H7 str. Min27,,,63395,,Traversvirus,linear,Escherichia phage Min27
NC_010495,Viruses,Siphoviridae,Caudovirales,Salmonella enterica,,,45051,,unclassified Roufvirus,circular,Salmonella phage Vi II-E1
NC_010463,Viruses,Myoviridae,Caudovirales,Salmonella typhimurium LT2,,,33693,,Peduovirus,linear,Salmonella virus Fels2
NC_010179,Viruses,Myoviridae,Caudovirales,Lactobacillus johnsonii,,,40881,,,linear,Lactobacillus prophage Lj771
NC_010393,Viruses,,unclassified bacterial viruses,Salmonella typhimurium LT2,,,45840,,,linear,Phage Gifsy-2
NC_010392,Viruses,,unclassified bacterial viruses,Salmonella typhimurium LT2,,,48491,,,linear,Phage Gifsy-1
NC_010391,Viruses,,unclassified bacterial viruses,Salmonella typhimurium LT2,,,42723,,,linear,Salmonella phage Fels-1
NC_010363,Viruses,Podoviridae,Caudovirales,Lactococcus lactis,,,18762,,unclassified Picovirinae,circular,Lactococcus phage asccphi28
NC_010355,Viruses,Siphoviridae,Caudovirales,Azospirillum brasilense Cd,,,62337,,,linear,Azospirillum phage Cd
NC_010353,Viruses,Siphoviridae,Caudovirales,Streptococcus thermophilus,,,35543,,Brussowvirus,linear,Streptococcus virus 858
